Physician_ID,Specialty,Historical_Prescriptions,Digital_Ads_Impressions,Sales_Rep_Visits,Samples_Dropped,Region,Cluster,Segment
PHY-00389,GP,112,2311,10,18,South,1,Low Engagement Profiles
PHY-00390,GP,117,3196,7,9,Midwest,0,High-Touch Advocates
PHY-00391,GP,106,3356,2,11,Midwest,0,High-Touch Advocates
PHY-00392,Cardiology,97,240,6,15,Midwest,2,Digital-First Responders
PHY-00393,Cardiology,84,662,6,17,West,1,Low Engagement Profiles
PHY-00394,GP,71,810,7,17,South,1,Low Engagement Profiles
PHY-00395,Cardiology,83,659,4,12,Northeast,2,Digital-First Responders
PHY-00396,GP,121,1821,6,14,West,2,Digital-First Responders
PHY-00397,GP,71,1980,4,10,West,2,Digital-First Responders
PHY-00398,Cardiology,99,1339,5,6,South,2,Digital-First Responders
PHY-00399,GP,77,1244,5,9,South,2,Digital-First Responders
PHY-00400,GP,93,986,8,11,West,1,Low Engagement Profiles
PHY-00401,Oncology,83,1083,4,15,Northeast,2,Digital-First Responders
PHY-00402,GP,102,3759,5,15,West,0,High-Touch Advocates
PHY-00403,Cardiology,88,2190,8,9,South,1,Low Engagement Profiles
PHY-00404,GP,63,1017,6,12,Northeast,2,Digital-First Responders
PHY-00405,Cardiology,102,1225,5,17,South,2,Digital-First Responders
PHY-00406,GP,100,1851,5,7,Northeast,2,Digital-First Responders
PHY-00407,Cardiology,84,441,9,9,Midwest,1,Low Engagement Profiles
PHY-00408,Oncology,126,1486,8,13,South,1,Low Engagement Profiles
PHY-00409,GP,99,2106,8,15,South,1,Low Engagement Profiles
PHY-00410,Oncology,115,1920,4,17,West,2,Digital-First Responders
PHY-00411,Cardiology,109,673,9,16,South,1,Low Engagement Profiles
PHY-00412,GP,67,789,4,18,South,2,Digital-First Responders
PHY-00413,GP,92,155,7,16,Midwest,1,Low Engagement Profiles
PHY-00414,Cardiology,73,2264,4,11,South,2,Digital-First Responders
PHY-00415,GP,130,4827,4,20,Midwest,0,High-Touch Advocates
PHY-00416,Cardiology,101,591,10,15,Midwest,1,Low Engagement Profiles
PHY-00417,Cardiology,97,2824,8,14,Midwest,0,High-Touch Advocates
PHY-00418,Cardiology,118,4550,6,13,Midwest,0,High-Touch Advocates
PHY-00419,GP,80,908,6,7,Northeast,2,Digital-First Responders
PHY-00420,GP,97,1226,5,23,West,1,Low Engagement Profiles
PHY-00421,GP,58,1612,5,10,Northeast,2,Digital-First Responders
PHY-00422,GP,94,1877,4,15,South,2,Digital-First Responders
PHY-00423,Oncology,106,1677,7,11,Northeast,2,Digital-First Responders
PHY-00424,Cardiology,82,968,3,13,Northeast,2,Digital-First Responders
PHY-00425,Oncology,126,2083,7,17,South,1,Low Engagement Profiles
PHY-00426,Cardiology,103,986,7,12,South,1,Low Engagement Profiles
PHY-00427,Cardiology,130,1761,8,22,South,1,Low Engagement Profiles
PHY-00428,GP,78,1303,11,6,Northeast,1,Low Engagement Profiles
PHY-00429,Cardiology,93,212,6,22,Northeast,1,Low Engagement Profiles
PHY-00430,Oncology,98,3107,3,9,South,2,Digital-First Responders
PHY-00431,Oncology,117,807,8,18,West,1,Low Engagement Profiles
PHY-00432,GP,100,3316,3,11,West,0,High-Touch Advocates
PHY-00433,GP,108,2748,10,16,Midwest,1,Low Engagement Profiles
PHY-00434,Oncology,136,1577,6,19,South,1,Low Engagement Profiles
PHY-00435,Oncology,139,1947,7,27,Midwest,1,Low Engagement Profiles
PHY-00436,GP,96,2116,3,18,West,2,Digital-First Responders
PHY-00437,Oncology,86,1139,4,10,Midwest,2,Digital-First Responders
PHY-00438,GP,94,1183,6,13,South,2,Digital-First Responders
PHY-00439,GP,103,2045,6,10,South,2,Digital-First Responders
PHY-00440,Oncology,111,1314,6,14,South,2,Digital-First Responders
PHY-00441,Oncology,99,970,6,16,Northeast,1,Low Engagement Profiles
PHY-00442,GP,95,683,7,22,Midwest,1,Low Engagement Profiles
PHY-00443,Cardiology,121,1799,7,14,West,1,Low Engagement Profiles
PHY-00444,Cardiology,95,785,3,20,West,2,Digital-First Responders
PHY-00445,GP,76,2437,3,11,West,2,Digital-First Responders
PHY-00446,GP,92,2579,3,9,Northeast,2,Digital-First Responders
PHY-00447,GP,76,1936,7,12,Northeast,1,Low Engagement Profiles
PHY-00448,GP,106,2231,6,14,South,2,Digital-First Responders
PHY-00449,Cardiology,98,1940,4,7,West,2,Digital-First Responders
PHY-00450,Oncology,162,2342,6,15,Northeast,0,High-Touch Advocates
PHY-00451,GP,105,2273,9,12,South,1,Low Engagement Profiles
PHY-00452,Cardiology,88,1730,5,21,West,1,Low Engagement Profiles
PHY-00453,Cardiology,106,2772,3,10,Midwest,2,Digital-First Responders
PHY-00454,GP,103,1171,11,14,South,1,Low Engagement Profiles
PHY-00455,Oncology,106,702,6,18,Northeast,1,Low Engagement Profiles
PHY-00456,Cardiology,119,670,6,15,Northeast,2,Digital-First Responders
PHY-00457,Oncology,123,1039,8,16,South,1,Low Engagement Profiles
PHY-00458,Cardiology,71,177,3,12,South,2,Digital-First Responders
PHY-00459,Oncology,137,1565,7,20,Northeast,1,Low Engagement Profiles
PHY-00460,Oncology,129,2136,6,12,Midwest,2,Digital-First Responders
PHY-00461,Oncology,133,2554,5,16,West,0,High-Touch Advocates
PHY-00462,GP,78,266,5,10,Midwest,2,Digital-First Responders
PHY-00463,GP,95,690,8,11,South,1,Low Engagement Profiles
PHY-00464,Cardiology,122,2386,7,14,Midwest,0,High-Touch Advocates
PHY-00465,GP,89,1143,8,15,Northeast,1,Low Engagement Profiles
PHY-00466,Cardiology,100,2103,3,10,South,2,Digital-First Responders
PHY-00467,Cardiology,112,419,7,19,West,1,Low Engagement Profiles
PHY-00468,GP,120,3290,8,12,Northeast,0,High-Touch Advocates
PHY-00469,Oncology,103,386,4,10,Northeast,2,Digital-First Responders
PHY-00470,GP,103,1532,4,17,West,2,Digital-First Responders
PHY-00471,Oncology,128,1561,8,24,West,1,Low Engagement Profiles
PHY-00472,GP,96,887,4,20,Midwest,2,Digital-First Responders
PHY-00473,Oncology,112,1888,6,11,South,2,Digital-First Responders
PHY-00474,GP,77,1926,2,14,West,2,Digital-First Responders
PHY-00475,Cardiology,84,1781,4,9,West,2,Digital-First Responders
PHY-00476,GP,64,873,4,18,South,2,Digital-First Responders
PHY-00477,Oncology,110,736,6,13,West,2,Digital-First Responders
PHY-00478,Cardiology,103,953,8,16,West,1,Low Engagement Profiles
PHY-00479,GP,111,651,6,20,Midwest,1,Low Engagement Profiles
PHY-00480,Cardiology,120,2858,7,21,Northeast,0,High-Touch Advocates
PHY-00481,GP,114,1022,9,12,Northeast,1,Low Engagement Profiles
PHY-00482,GP,87,1500,10,9,Northeast,1,Low Engagement Profiles
PHY-00483,Cardiology,110,2379,6,16,Northeast,0,High-Touch Advocates
PHY-00484,GP,92,623,8,11,West,1,Low Engagement Profiles
PHY-00485,Cardiology,94,370,8,23,South,1,Low Engagement Profiles
PHY-00486,GP,57,653,8,13,South,1,Low Engagement Profiles
PHY-00487,Oncology,127,1623,6,13,Midwest,2,Digital-First Responders
PHY-00488,Cardiology,104,1543,6,8,Midwest,2,Digital-First Responders
PHY-00489,GP,104,1778,4,18,West,2,Digital-First Responders
PHY-00490,GP,118,1229,10,22,South,1,Low Engagement Profiles
PHY-00491,Cardiology,75,67,3,20,South,2,Digital-First Responders
PHY-00492,GP,87,1199,4,13,Northeast,2,Digital-First Responders
PHY-00493,Cardiology,153,2599,8,20,West,1,Low Engagement Profiles
PHY-00494,Oncology,133,3060,7,16,West,0,High-Touch Advocates
PHY-00495,Cardiology,111,1427,4,19,Northeast,2,Digital-First Responders
PHY-00496,Cardiology,106,1547,5,8,West,2,Digital-First Responders
PHY-00497,Cardiology,95,2075,4,16,West,2,Digital-First Responders
PHY-00498,Oncology,130,3003,4,16,Midwest,0,High-Touch Advocates
PHY-00499,GP,61,1333,7,13,South,1,Low Engagement Profiles
PHY-00500,GP,76,2055,5,13,West,2,Digital-First Responders
PHY-00501,GP,88,841,5,15,Midwest,2,Digital-First Responders
PHY-00502,Cardiology,99,428,6,15,South,2,Digital-First Responders
PHY-00503,Cardiology,105,917,6,20,Northeast,1,Low Engagement Profiles
PHY-00504,GP,84,3466,5,11,Midwest,0,High-Touch Advocates
PHY-00505,GP,88,2084,3,13,Midwest,2,Digital-First Responders
PHY-00506,Oncology,91,469,6,14,South,2,Digital-First Responders
PHY-00507,GP,85,2152,5,9,Northeast,2,Digital-First Responders
PHY-00508,GP,47,504,5,10,Midwest,2,Digital-First Responders
PHY-00509,GP,109,1761,8,13,West,1,Low Engagement Profiles
PHY-00510,GP,112,601,5,18,West,2,Digital-First Responders
PHY-00511,GP,73,443,9,15,West,1,Low Engagement Profiles
PHY-00512,Cardiology,146,3851,9,14,Northeast,0,High-Touch Advocates
PHY-00513,GP,93,1021,3,19,Midwest,2,Digital-First Responders
PHY-00514,GP,99,2058,5,14,West,2,Digital-First Responders
PHY-00515,Oncology,107,1376,7,13,Northeast,1,Low Engagement Profiles
PHY-00516,Oncology,101,543,4,14,West,2,Digital-First Responders
PHY-00517,Cardiology,112,1110,4,24,South,1,Low Engagement Profiles
PHY-00518,GP,71,547,5,20,Midwest,1,Low Engagement Profiles
PHY-00519,GP,155,5699,8,15,Midwest,0,High-Touch Advocates
PHY-00520,Oncology,117,2318,4,18,Northeast,2,Digital-First Responders
PHY-00521,Cardiology,103,1356,6,16,Northeast,1,Low Engagement Profiles
PHY-00522,Cardiology,98,1981,6,11,Midwest,2,Digital-First Responders
PHY-00523,GP,79,2217,3,12,West,2,Digital-First Responders
PHY-00524,GP,87,2221,3,16,West,2,Digital-First Responders
PHY-00525,GP,94,2155,6,16,South,1,Low Engagement Profiles
PHY-00526,Cardiology,131,2042,7,12,West,1,Low Engagement Profiles
PHY-00527,Cardiology,100,1441,6,20,Northeast,1,Low Engagement Profiles
PHY-00528,Cardiology,102,3658,7,11,Northeast,0,High-Touch Advocates
PHY-00529,Oncology,113,1510,5,20,West,1,Low Engagement Profiles
PHY-00530,GP,84,1386,6,17,Northeast,1,Low Engagement Profiles
PHY-00531,GP,104,1520,7,19,Midwest,1,Low Engagement Profiles
PHY-00532,GP,91,1601,4,12,Midwest,2,Digital-First Responders
PHY-00533,GP,58,269,5,11,West,2,Digital-First Responders
PHY-00534,Cardiology,133,647,8,18,Midwest,1,Low Engagement Profiles
PHY-00535,GP,83,1229,6,8,Midwest,2,Digital-First Responders
PHY-00536,GP,87,254,9,18,South,1,Low Engagement Profiles
PHY-00537,GP,87,1355,2,14,South,2,Digital-First Responders
PHY-00538,Oncology,148,1586,8,22,Midwest,1,Low Engagement Profiles
PHY-00539,Cardiology,124,409,5,15,West,2,Digital-First Responders
PHY-00540,Oncology,107,792,9,12,South,1,Low Engagement Profiles
PHY-00541,GP,113,3143,9,9,Northeast,0,High-Touch Advocates
PHY-00542,GP,81,1996,4,13,Northeast,2,Digital-First Responders
PHY-00543,Oncology,123,1916,2,16,Northeast,2,Digital-First Responders
PHY-00544,GP,116,2891,6,20,West,0,High-Touch Advocates
PHY-00545,GP,90,658,6,11,Midwest,2,Digital-First Responders
PHY-00546,Cardiology,90,410,7,17,Northeast,1,Low Engagement Profiles
PHY-00547,Oncology,103,2635,8,12,West,0,High-Touch Advocates
PHY-00548,GP,91,1256,5,15,South,2,Digital-First Responders
PHY-00549,Cardiology,88,643,8,17,Midwest,1,Low Engagement Profiles
PHY-00550,GP,88,266,10,12,South,1,Low Engagement Profiles
PHY-00551,Cardiology,77,1533,5,8,West,2,Digital-First Responders
PHY-00552,GP,68,1146,3,10,Northeast,2,Digital-First Responders
PHY-00553,Cardiology,99,997,5,16,Northeast,2,Digital-First Responders
PHY-00554,Cardiology,68,105,3,12,West,2,Digital-First Responders
PHY-00555,GP,123,3626,8,16,Northeast,0,High-Touch Advocates
PHY-00556,Cardiology,129,337,9,18,Midwest,1,Low Engagement Profiles
PHY-00557,Oncology,96,1076,7,13,West,1,Low Engagement Profiles
PHY-00558,Oncology,110,937,7,20,South,1,Low Engagement Profiles
PHY-00559,GP,114,2038,6,17,West,1,Low Engagement Profiles
PHY-00560,GP,100,270,9,16,Midwest,1,Low Engagement Profiles
PHY-00561,GP,71,1869,5,9,Midwest,2,Digital-First Responders
PHY-00562,Oncology,123,1539,5,21,West,1,Low Engagement Profiles
PHY-00563,Oncology,100,759,5,14,West,2,Digital-First Responders
PHY-00564,Oncology,123,1823,6,18,Northeast,1,Low Engagement Profiles
PHY-00565,Cardiology,89,1353,2,16,Midwest,2,Digital-First Responders
PHY-00566,Cardiology,146,4199,6,14,West,0,High-Touch Advocates
PHY-00567,Cardiology,88,1145,6,12,West,2,Digital-First Responders
PHY-00568,Cardiology,71,569,5,16,Midwest,2,Digital-First Responders
PHY-00569,GP,98,1883,7,14,West,1,Low Engagement Profiles
PHY-00570,Cardiology,107,1035,6,10,Northeast,2,Digital-First Responders
PHY-00571,Cardiology,124,1332,5,17,Midwest,2,Digital-First Responders
PHY-00572,GP,68,413,3,19,Northeast,2,Digital-First Responders
PHY-00573,Cardiology,124,2060,5,18,Northeast,2,Digital-First Responders
PHY-00574,GP,91,904,5,16,Northeast,2,Digital-First Responders
PHY-00575,GP,95,1627,5,12,Northeast,2,Digital-First Responders
PHY-00576,GP,140,4890,4,14,Midwest,0,High-Touch Advocates
PHY-00577,Oncology,111,1094,4,17,Northeast,2,Digital-First Responders
PHY-00578,GP,102,2259,4,13,Northeast,2,Digital-First Responders
PHY-00579,Cardiology,78,1154,3,8,West,2,Digital-First Responders
PHY-00580,Cardiology,100,768,9,15,Midwest,1,Low Engagement Profiles
PHY-00581,Cardiology,114,3216,6,15,Midwest,0,High-Touch Advocates
PHY-00582,GP,63,185,6,8,South,2,Digital-First Responders
PHY-00583,Cardiology,96,2668,8,12,Midwest,0,High-Touch Advocates
PHY-00584,Cardiology,102,158,1,29,Midwest,2,Digital-First Responders
PHY-00585,GP,123,2483,7,11,South,0,High-Touch Advocates
PHY-00586,Oncology,91,1348,2,21,Midwest,2,Digital-First Responders
PHY-00587,Oncology,84,570,1,22,Midwest,2,Digital-First Responders
PHY-00588,Oncology,91,955,6,9,Midwest,2,Digital-First Responders
PHY-00589,Oncology,132,2175,7,9,Midwest,2,Digital-First Responders
PHY-00590,Oncology,141,4593,2,18,South,0,High-Touch Advocates
PHY-00591,Oncology,110,282,6,15,Midwest,2,Digital-First Responders
PHY-00592,GP,101,603,6,16,Midwest,1,Low Engagement Profiles
PHY-00593,Oncology,104,377,7,16,South,1,Low Engagement Profiles
PHY-00594,Cardiology,111,1147,5,14,West,2,Digital-First Responders
PHY-00595,GP,84,2529,5,9,Northeast,2,Digital-First Responders
PHY-00596,Cardiology,61,326,3,13,West,2,Digital-First Responders
PHY-00597,GP,59,1320,6,13,South,2,Digital-First Responders
PHY-00598,Oncology,142,2475,9,10,Northeast,1,Low Engagement Profiles
PHY-00599,Oncology,126,944,7,17,South,1,Low Engagement Profiles
PHY-00600,Oncology,129,1549,7,14,South,1,Low Engagement Profiles
PHY-00601,Oncology,140,3060,6,16,Midwest,0,High-Touch Advocates
PHY-00602,Cardiology,86,504,3,14,Northeast,2,Digital-First Responders
PHY-00603,Oncology,94,210,3,14,Midwest,2,Digital-First Responders
PHY-00604,Oncology,124,1691,5,18,Northeast,2,Digital-First Responders
PHY-00605,Oncology,117,1725,8,12,South,1,Low Engagement Profiles
PHY-00606,Cardiology,111,890,9,15,South,1,Low Engagement Profiles
PHY-00607,Oncology,72,750,4,21,West,2,Digital-First Responders
PHY-00608,Cardiology,99,1368,5,16,Northeast,2,Digital-First Responders
PHY-00609,Cardiology,80,496,6,14,Midwest,2,Digital-First Responders
PHY-00610,GP,74,496,10,16,West,1,Low Engagement Profiles
PHY-00611,Oncology,139,2165,8,16,West,1,Low Engagement Profiles
PHY-00612,GP,59,463,5,12,West,2,Digital-First Responders
PHY-00613,GP,94,227,6,24,Midwest,1,Low Engagement Profiles
PHY-00614,Oncology,111,748,4,18,West,2,Digital-First Responders
PHY-00615,GP,80,908,5,17,Midwest,2,Digital-First Responders
PHY-00616,GP,102,1869,7,13,West,1,Low Engagement Profiles
PHY-00617,Oncology,82,806,3,11,Midwest,2,Digital-First Responders
PHY-00618,Cardiology,144,3407,9,11,South,0,High-Touch Advocates
PHY-00619,GP,93,1423,6,26,South,1,Low Engagement Profiles
PHY-00620,GP,103,660,5,26,South,1,Low Engagement Profiles
PHY-00621,Oncology,129,1813,8,16,South,1,Low Engagement Profiles
PHY-00622,Oncology,142,3367,7,11,South,0,High-Touch Advocates
PHY-00623,Cardiology,130,2124,8,24,West,1,Low Engagement Profiles
PHY-00624,Cardiology,79,305,5,9,West,2,Digital-First Responders
PHY-00625,GP,90,974,4,15,West,2,Digital-First Responders
PHY-00626,Cardiology,91,1608,9,10,Midwest,1,Low Engagement Profiles
PHY-00627,Cardiology,76,2063,7,13,Midwest,1,Low Engagement Profiles
PHY-00628,GP,98,1152,4,17,Midwest,2,Digital-First Responders
PHY-00629,Oncology,98,1028,6,19,Midwest,1,Low Engagement Profiles
PHY-00630,Cardiology,137,4179,7,19,South,0,High-Touch Advocates
PHY-00631,GP,60,2146,4,11,South,2,Digital-First Responders
PHY-00632,GP,94,1817,7,20,South,1,Low Engagement Profiles
PHY-00633,Cardiology,84,835,3,13,Northeast,2,Digital-First Responders
PHY-00634,Cardiology,83,489,4,18,West,2,Digital-First Responders
PHY-00635,Oncology,130,1840,7,15,Midwest,1,Low Engagement Profiles
PHY-00636,Cardiology,102,2310,5,13,Midwest,2,Digital-First Responders
PHY-00637,Cardiology,122,1327,6,13,South,2,Digital-First Responders
PHY-00638,Oncology,126,2150,3,19,Midwest,2,Digital-First Responders
PHY-00639,Cardiology,84,2188,4,14,Midwest,2,Digital-First Responders
PHY-00640,Cardiology,140,2416,6,18,West,0,High-Touch Advocates
PHY-00641,Oncology,115,299,6,18,South,1,Low Engagement Profiles
PHY-00642,Cardiology,104,997,5,21,West,1,Low Engagement Profiles
PHY-00643,Oncology,119,1920,6,16,Northeast,1,Low Engagement Profiles
PHY-00644,Cardiology,129,1385,9,15,Northeast,1,Low Engagement Profiles
PHY-00645,Oncology,117,2193,7,11,Northeast,2,Digital-First Responders
PHY-00646,GP,87,1817,4,12,South,2,Digital-First Responders
PHY-00647,Cardiology,122,116,6,23,Midwest,1,Low Engagement Profiles
PHY-00648,GP,107,2817,6,13,South,0,High-Touch Advocates
PHY-00649,GP,69,897,7,10,South,2,Digital-First Responders
PHY-00650,Cardiology,99,626,4,12,Midwest,2,Digital-First Responders
PHY-00651,Oncology,126,2754,5,15,West,0,High-Touch Advocates
PHY-00652,Cardiology,108,2077,5,8,Northeast,2,Digital-First Responders
PHY-00653,Cardiology,120,3017,5,20,West,0,High-Touch Advocates
PHY-00654,GP,101,1621,3,27,Northeast,2,Digital-First Responders
PHY-00655,Cardiology,79,987,7,9,South,2,Digital-First Responders
PHY-00656,Oncology,99,1486,5,16,Northeast,2,Digital-First Responders
PHY-00657,Cardiology,100,527,12,14,South,1,Low Engagement Profiles
PHY-00658,Cardiology,98,367,5,15,West,2,Digital-First Responders
PHY-00659,GP,98,783,6,19,South,1,Low Engagement Profiles
PHY-00660,Cardiology,134,3627,3,16,West,0,High-Touch Advocates
PHY-00661,Cardiology,91,852,4,16,Midwest,2,Digital-First Responders
PHY-00662,GP,84,233,6,24,Midwest,1,Low Engagement Profiles
PHY-00663,GP,88,1178,6,13,Midwest,2,Digital-First Responders
PHY-00664,Oncology,101,843,7,12,South,1,Low Engagement Profiles
PHY-00665,Oncology,140,2852,5,12,Midwest,0,High-Touch Advocates
PHY-00666,Oncology,152,3458,13,13,Northeast,0,High-Touch Advocates
PHY-00667,Oncology,86,950,1,18,West,2,Digital-First Responders
PHY-00668,Oncology,116,1620,6,19,West,1,Low Engagement Profiles
PHY-00669,Oncology,91,1720,4,10,Northeast,2,Digital-First Responders
PHY-00670,Cardiology,100,1283,3,15,South,2,Digital-First Responders
PHY-00671,Oncology,93,1109,4,12,South,2,Digital-First Responders
PHY-00672,GP,54,588,3,18,West,2,Digital-First Responders
PHY-00673,Oncology,82,191,4,12,Midwest,2,Digital-First Responders
PHY-00674,Cardiology,81,585,6,10,South,2,Digital-First Responders
PHY-00675,Cardiology,127,1249,6,16,South,1,Low Engagement Profiles
PHY-00676,GP,97,326,10,17,Northeast,1,Low Engagement Profiles
PHY-00677,Oncology,112,1559,6,13,Northeast,2,Digital-First Responders
PHY-00678,Cardiology,107,1406,6,13,Midwest,2,Digital-First Responders
PHY-00679,GP,64,844,3,13,South,2,Digital-First Responders
PHY-00680,GP,66,1071,7,9,South,2,Digital-First Responders
PHY-00681,GP,101,391,5,20,Northeast,1,Low Engagement Profiles
PHY-00682,Cardiology,118,2386,7,11,South,0,High-Touch Advocates
PHY-00683,Oncology,112,2359,3,7,West,2,Digital-First Responders
PHY-00684,GP,85,464,8,11,Northeast,1,Low Engagement Profiles
PHY-00685,GP,100,477,8,10,Midwest,1,Low Engagement Profiles
PHY-00686,Cardiology,86,592,6,15,Northeast,2,Digital-First Responders
PHY-00687,Cardiology,125,1987,8,19,South,1,Low Engagement Profiles
PHY-00688,Cardiology,115,1716,8,17,Midwest,1,Low Engagement Profiles
PHY-00689,GP,133,2733,6,24,Northeast,0,High-Touch Advocates
PHY-00690,Oncology,152,2942,12,20,West,1,Low Engagement Profiles
PHY-00691,Cardiology,82,294,5,15,West,2,Digital-First Responders
PHY-00692,Cardiology,124,1938,4,14,Northeast,2,Digital-First Responders
PHY-00693,Cardiology,146,2864,10,16,West,1,Low Engagement Profiles
PHY-00694,Oncology,115,1017,10,14,West,1,Low Engagement Profiles
PHY-00695,Oncology,121,1309,7,16,West,1,Low Engagement Profiles
PHY-00696,GP,114,1161,6,11,Midwest,2,Digital-First Responders
PHY-00697,Cardiology,114,1202,1,17,West,2,Digital-First Responders
PHY-00698,Cardiology,117,2381,4,13,West,2,Digital-First Responders
PHY-00699,Oncology,171,4079,7,16,West,0,High-Touch Advocates
PHY-00700,Cardiology,125,3329,9,18,Midwest,0,High-Touch Advocates
PHY-00701,Cardiology,100,878,5,9,Northeast,2,Digital-First Responders
PHY-00702,Oncology,115,1624,4,14,South,2,Digital-First Responders
PHY-00703,Cardiology,92,676,6,11,West,2,Digital-First Responders
PHY-00704,Oncology,88,739,4,9,Northeast,2,Digital-First Responders
PHY-00705,Oncology,125,1265,6,17,West,1,Low Engagement Profiles
PHY-00706,GP,94,722,3,20,Midwest,2,Digital-First Responders
PHY-00707,Cardiology,80,819,3,10,Northeast,2,Digital-First Responders
PHY-00708,GP,97,1596,6,17,Midwest,1,Low Engagement Profiles
PHY-00709,Cardiology,129,1918,5,15,West,2,Digital-First Responders
PHY-00710,GP,117,1882,10,16,West,1,Low Engagement Profiles
PHY-00711,GP,114,1895,6,12,Midwest,2,Digital-First Responders
PHY-00712,Cardiology,118,420,10,21,South,1,Low Engagement Profiles
PHY-00713,Cardiology,117,690,6,18,Midwest,1,Low Engagement Profiles
PHY-00714,Cardiology,102,1372,6,19,West,1,Low Engagement Profiles
PHY-00715,Cardiology,109,2776,4,10,Midwest,2,Digital-First Responders
PHY-00716,GP,120,5567,4,13,South,0,High-Touch Advocates
PHY-00717,GP,68,1672,2,15,Midwest,2,Digital-First Responders
PHY-00718,GP,105,2226,6,21,South,1,Low Engagement Profiles
PHY-00719,Oncology,121,373,3,19,South,2,Digital-First Responders
PHY-00720,GP,108,2184,7,12,Midwest,1,Low Engagement Profiles
PHY-00721,GP,124,4631,5,17,Midwest,0,High-Touch Advocates
PHY-00722,Oncology,98,687,5,14,Northeast,2,Digital-First Responders
PHY-00723,Oncology,85,842,7,14,West,1,Low Engagement Profiles
PHY-00724,GP,87,2432,5,16,South,0,High-Touch Advocates
PHY-00725,Cardiology,83,1359,4,15,Northeast,2,Digital-First Responders
PHY-00726,GP,64,171,8,14,Midwest,1,Low Engagement Profiles
PHY-00727,Oncology,97,886,5,14,West,2,Digital-First Responders
PHY-00728,GP,118,3449,5,21,Northeast,0,High-Touch Advocates
PHY-00729,Oncology,102,1065,4,17,South,2,Digital-First Responders
PHY-00730,Oncology,128,1064,6,10,Northeast,2,Digital-First Responders
PHY-00731,Oncology,126,2327,6,16,South,0,High-Touch Advocates
PHY-00732,GP,88,1716,4,11,Midwest,2,Digital-First Responders
PHY-00733,GP,84,1019,7,12,West,1,Low Engagement Profiles
PHY-00734,Cardiology,105,795,4,21,West,2,Digital-First Responders
PHY-00735,Cardiology,197,7287,6,18,West,0,High-Touch Advocates
PHY-00736,GP,116,3076,8,15,Midwest,0,High-Touch Advocates
PHY-00737,Cardiology,124,1895,4,11,South,2,Digital-First Responders
PHY-00738,GP,77,1982,3,19,Midwest,2,Digital-First Responders
PHY-00739,Cardiology,108,1207,7,18,West,1,Low Engagement Profiles
PHY-00740,Cardiology,100,1701,4,17,Midwest,2,Digital-First Responders
PHY-00741,Cardiology,113,1109,8,14,Midwest,1,Low Engagement Profiles
PHY-00742,Cardiology,102,633,9,11,Midwest,1,Low Engagement Profiles
PHY-00743,GP,88,1750,6,21,South,1,Low Engagement Profiles
PHY-00744,Cardiology,96,1035,6,11,Northeast,2,Digital-First Responders
PHY-00745,Oncology,125,1815,7,14,Northeast,1,Low Engagement Profiles
PHY-00746,GP,109,2063,11,12,Midwest,1,Low Engagement Profiles
PHY-00747,Cardiology,102,1884,3,19,Northeast,2,Digital-First Responders
PHY-00748,Cardiology,108,587,8,16,Northeast,1,Low Engagement Profiles
PHY-00749,GP,90,947,3,17,Midwest,2,Digital-First Responders
PHY-00750,GP,65,1051,4,13,Midwest,2,Digital-First Responders
PHY-00751,Oncology,133,2616,5,18,West,0,High-Touch Advocates
PHY-00752,GP,90,2524,7,9,Northeast,0,High-Touch Advocates
PHY-00753,GP,63,726,7,9,South,2,Digital-First Responders
PHY-00754,Cardiology,77,410,5,7,Midwest,2,Digital-First Responders
PHY-00755,Oncology,183,5738,10,18,West,0,High-Touch Advocates
PHY-00756,GP,79,1832,3,18,South,2,Digital-First Responders
PHY-00757,GP,50,356,2,12,Northeast,2,Digital-First Responders
PHY-00758,Cardiology,93,830,5,18,West,2,Digital-First Responders
PHY-00759,GP,94,2690,6,11,Midwest,0,High-Touch Advocates
PHY-00760,GP,147,4862,7,22,South,0,High-Touch Advocates
PHY-00761,Oncology,132,4349,5,11,Midwest,0,High-Touch Advocates
PHY-00762,Cardiology,124,1777,5,14,Northeast,2,Digital-First Responders
PHY-00763,Oncology,112,1336,7,18,South,1,Low Engagement Profiles
PHY-00764,GP,95,536,8,19,Northeast,1,Low Engagement Profiles
PHY-00765,Oncology,118,1423,2,16,Northeast,2,Digital-First Responders
PHY-00766,Cardiology,120,605,10,10,West,1,Low Engagement Profiles
PHY-00767,GP,91,954,5,12,Midwest,2,Digital-First Responders
PHY-00768,GP,96,2430,5,18,South,0,High-Touch Advocates
PHY-00769,Cardiology,119,1105,7,20,Northeast,1,Low Engagement Profiles
PHY-00770,GP,93,1047,5,19,Northeast,2,Digital-First Responders
PHY-00771,Oncology,127,1282,9,13,South,1,Low Engagement Profiles
PHY-00772,GP,147,6284,14,11,Northeast,0,High-Touch Advocates
PHY-00773,Oncology,89,483,8,16,West,1,Low Engagement Profiles
PHY-00774,Cardiology,80,1644,7,9,West,2,Digital-First Responders
PHY-00775,GP,93,4099,5,18,West,0,High-Touch Advocates
PHY-00776,Oncology,120,1279,10,7,West,1,Low Engagement Profiles
PHY-00777,Oncology,147,3038,6,21,Northeast,0,High-Touch Advocates
PHY-00778,GP,54,382,3,19,South,2,Digital-First Responders
PHY-00779,GP,85,1134,3,13,South,2,Digital-First Responders
